f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,grade
167,4.1753554502,0,14.5517241379,422,26,337,42,29,111,47,805,9
108,4.5,0,9.9047619048,208,15,164,29,21,59,27,806,6
216,4.1152993348,2,13.6666666667,451,32,377,61,33,106,27,807,11
132,4.2558139535,0,11.3157894737,215,16,165,31,19,66,18,808,7
203,4.5069637883,4,9.9722222222,359,27,283,41,36,103,46,809,9
140,4.4705882353,1,12.75,306,24,258,33,24,72,51,810,8
168,4.5333333333,0,16.5,330,29,266,26,20,93,36,811,8
135,4.3211382114,0,18.9230769231,246,15,189,29,13,72,28,812,8
153,4.2394822006,3,25.75,309,21,258,26,12,72,26,813,8
179,4.2142857143,1,15.12,378,23,310,33,25,91,38,814,8
233,4.4187817259,1,12.3125,394,38,344,65,32,88,54,815,10
167,4.6304347826,0,19.3684210526,368,29,274,26,19,123,51,816,9
261,4.2467741935,2,14.0909090909,620,26,476,63,44,170,54,817,12
116,4.4959016393,1,13.5555555556,244,21,193,23,18,72,30,818,8
121,4.0406779661,3,18.4375,295,19,249,25,16,65,24,819,8
87,3.9942857143,0,25,175,8,136,16,7,47,7,820,5
176,4.4023668639,3,16.0952380952,338,27,290,57,21,75,37,821,9
173,4.0056338028,2,29.5833333333,355,21,291,11,12,85,29,822,8
157,4.0591715976,0,16.0952380952,338,22,285,28,21,75,24,823,8
224,3.967413442,1,14.8787878788,491,42,421,74,33,112,38,824,9
94,3.9617021277,0,13.8235294118,235,19,192,18,17,62,10,825,6
199,4.9191616766,4,13.9166666667,334,37,265,55,24,106,66,826,10
68,4.2966101695,0,13.1111111111,118,7,94,9,9,31,14,827,6
238,4.6740237691,0,13.0888888889,589,60,492,86,45,157,89,828,9
176,4.1108247423,0,12.125,388,16,302,32,32,102,36,829,8
191,4.5078125,2,13.7142857143,384,45,329,48,28,100,50,830,10
179,4.0317919075,2,12.8148148148,346,25,304,39,27,67,27,831,8
18,4.55,0,20,20,2,15,2,1,7,1,832,2
209,4.2894736842,0,16.1212121212,532,31,445,40,33,118,69,833,9
238,4.5225048924,0,14.1944444444,511,45,399,52,36,157,64,834,10
212,3.9,2,19.6428571429,550,24,440,40,28,134,40,835,10
151,3.7754491018,2,12.8461538462,334,7,265,28,26,76,16,836,8
191,3.6322580645,0,25.8333333333,465,21,365,56,18,121,19,837,8
72,4.0816326531,2,14,98,15,85,8,7,28,7,838,5
251,4.6639344262,2,15.25,488,49,410,62,32,127,78,839,10
148,4.5156695157,1,16.7142857143,351,21,289,37,21,83,42,840,8
91,4.0326086957,0,16.7272727273,184,7,140,16,11,51,14,841,7
186,4.2666666667,1,14.4444444444,390,29,317,53,27,102,32,842,8
150,4.0275229358,0,21.8,327,20,280,18,15,67,20,843,8
133,4.1470588235,0,9.8709677419,306,26,237,46,31,95,22,844,8
203,4.2952853598,1,14.9259259259,403,21,313,45,27,111,37,845,10
143,4.0949367089,1,18.5882352941,316,25,277,27,17,64,23,846,8
283,4.197492163,5,16.358974359,638,43,509,91,39,172,60,847,12
108,3.9561403509,0,14.25,228,18,187,17,16,59,15,848,6
119,4.4558823529,0,25.5,204,11,163,15,8,52,20,849,7
204,4.5975903614,1,12.5757575758,415,34,336,50,33,113,54,850,10
232,4.2258064516,0,17.2222222222,465,31,380,42,27,116,49,851,9
203,4.5454545455,4,13.1388888889,473,33,379,48,36,127,60,852,10
231,4.0854700855,2,16.1379310345,468,32,380,47,29,120,38,853,9
181,4.0277777778,2,12,432,28,361,52,36,99,34,854,8
153,4.6804511278,0,17.7333333333,266,20,218,27,15,68,43,855,8
209,3.9908675799,1,20.8571428571,438,21,369,40,21,90,46,856,10
105,4.2352941176,0,31.1666666667,187,9,145,8,6,51,14,857,8
211,4.3177570093,3,17.12,428,24,336,40,25,116,50,858,9
269,4.6920152091,1,15.9393939394,526,29,416,63,33,139,91,859,12
129,4.3986710963,0,11.5769230769,301,24,244,44,26,81,36,860,8
165,4.6043956044,4,14.3684210526,273,29,241,25,19,61,39,861,8
180,4.0738916256,0,22.5555555556,406,33,352,38,18,87,36,862,8
320,4.2253731343,4,23.1034482759,670,52,553,32,29,169,49,863,10
213,4.2786885246,1,18.5652173913,427,28,349,46,23,106,42,864,10
141,3.8504398827,1,18.9444444444,341,14,310,24,18,45,18,865,8
126,4.3376068376,0,13,234,17,192,31,18,59,31,866,7
142,3.9796511628,3,20.2352941176,344,20,298,20,17,66,30,867,8
208,4.5031055901,0,17.8888888889,483,42,363,50,27,162,60,868,12
67,3.5862068966,0,36.25,145,5,111,9,4,39,9,869,6
185,4.1927710843,2,21.8421052632,415,38,363,32,19,90,42,870,9
226,4.2839506173,0,9.72,486,33,376,53,50,143,61,871,10
161,4.8458646617,1,14,266,21,211,24,19,76,46,872,8
159,4.1160714286,1,21,336,13,269,30,16,80,31,873,9
261,4.6014897579,0,13.0975609756,537,46,422,64,41,161,85,874,12
297,4.4821150855,4,18.3714285714,643,39,509,67,35,173,86,875,11
137,4.1019736842,0,10.1333333333,304,11,242,45,30,73,28,876,8
243,4.4618473896,1,20.75,498,56,438,45,24,116,62,877,11
193,4.5564516129,0,15.5,372,24,295,28,24,101,56,878,9
168,4.4793814433,3,17.6363636364,388,21,302,26,22,107,46,879,8
179,4.3492462312,1,15.92,398,36,337,42,25,97,35,880,10
118,4.937037037,3,13.5,270,16,200,33,20,86,42,881,8
174,4.0892857143,1,16.3333333333,392,24,313,45,24,103,36,882,9
220,4.1474654378,2,18.0833333333,434,22,349,42,24,107,30,883,9
163,4.0662460568,0,21.1333333333,317,16,259,30,15,74,26,884,8
119,4.1666666667,0,25.875,414,28,356,31,16,86,36,885,7
213,4.6268343816,3,19.08,477,30,377,48,25,130,69,886,11
165,4.5371428571,1,10,350,23,274,45,35,99,46,887,9
227,4.2982107356,3,17.3448275862,503,41,425,48,29,119,56,888,10
155,4.3174603175,1,14.3181818182,315,13,251,33,22,77,34,889,8
156,4.2668539326,2,15.4782608696,356,26,288,45,23,94,36,890,8
246,4.5945378151,0,12.5263157895,476,31,372,54,38,135,74,891,9
246,4.6111111111,0,13.7647058824,468,38,371,61,34,135,67,892,10
55,4.4233576642,0,9.1333333333,137,8,111,17,15,34,26,893,4
151,4.4551495017,1,14.3333333333,301,28,237,41,21,92,33,894,10
254,4.5348399247,0,18.3103448276,531,35,421,68,29,145,67,895,10
121,4.5518672199,0,20.0833333333,241,20,195,25,12,66,30,896,8
259,4.2259259259,0,14.5945945946,540,33,428,77,37,145,61,897,9
144,4.2077562327,1,25.7857142857,361,20,279,35,14,102,21,898,8
152,4.0107816712,1,13.25,371,17,282,40,28,106,37,899,8
196,4.5140449438,0,16.1818181818,356,21,287,37,22,90,57,900,10
154,4.4230769231,1,42.25,338,18,280,10,8,76,31,901,8
196,4.0020408163,0,16.8965517241,490,27,413,38,29,104,40,902,10
134,4.128440367,3,16.35,327,16,275,24,20,68,29,903,8
183,4.1440677966,1,22.125,354,19,296,23,16,77,26,904,8
95,4.2864864865,0,20.5555555556,185,18,155,12,9,48,19,905,6
226,4.4929006085,0,16.4333333333,493,37,413,42,30,117,66,906,11
182,4.3130193906,2,19,361,16,283,45,19,94,47,907,9
224,4.5342465753,3,19.6538461538,511,44,401,50,26,154,67,908,10
227,4.2751091703,5,13.4705882353,458,36,346,49,34,148,43,909,10
191,4.0574162679,2,18.1739130435,418,26,327,39,23,117,34,910,8
118,4.0456621005,1,14.6,219,15,189,16,15,45,18,911,8
216,4.4202898551,2,15.7714285714,552,45,449,63,35,148,69,912,10
279,4.7094017094,2,17.7272727273,585,43,473,58,33,155,98,913,10
160,4.3051282051,0,19.5,390,19,335,27,20,74,37,914,9
238,4.4297029703,2,17.4137931034,505,46,428,55,29,123,53,915,10
246,4.6472795497,0,14.4054054054,533,48,421,64,37,160,74,916,11
66,4.9387755102,0,21.7777777778,196,19,154,18,9,61,20,917,6
285,4.104719764,2,16.95,678,29,565,70,40,142,65,918,10
190,4.1925,0,18.1818181818,400,22,320,35,22,102,40,919,11
184,4.4106728538,5,13.9032258065,431,27,346,54,31,112,55,920,8
147,4.5078740157,0,12.7,254,11,192,31,20,73,26,921,8
175,4.5411764706,0,15.4545454545,340,26,286,38,22,80,48,922,8
105,4.6666666667,1,12.75,204,12,168,23,16,48,33,923,6
146,4.225950783,0,26.2941176471,447,23,372,43,17,98,47,924,8
134,4.0798319328,1,13.2222222222,238,17,203,30,18,52,25,925,7
127,4.3181818182,0,13.75,220,20,184,19,16,56,19,926,7
139,4.4115384615,0,14.4444444444,260,23,221,27,18,62,31,927,7
182,4.6515580737,1,12.1724137931,353,31,284,43,29,100,54,928,10
200,4.1694117647,3,10.8974358974,425,20,354,60,39,91,47,929,10
142,4.3208955224,1,14.1052631579,268,21,223,24,19,66,32,930,8
146,4.4105263158,0,15,285,17,221,30,19,81,37,931,8
277,4.154723127,2,19.1875,614,53,511,78,32,156,62,932,12
118,4.3907563025,1,14,238,16,197,33,17,57,31,933,8
169,4.4729344729,0,15.2608695652,351,19,280,42,23,90,47,934,8
253,4.2306122449,2,18.1481481481,490,26,403,53,27,113,60,935,9
137,4.0133333333,0,25,225,18,196,14,9,47,14,936,7
250,4.4725050916,2,23.380952381,491,45,395,72,21,141,65,937,11
253,4.4553014553,1,17.1785714286,481,36,396,62,28,121,66,938,11
97,3.9675675676,0,23.125,185,17,164,8,8,38,15,939,6
157,3.9639175258,0,25.8666666667,388,15,326,25,15,77,42,940,8
211,4.8251748252,2,12.6176470588,429,27,307,88,34,149,70,941,12
185,4.5377777778,1,14.5161290323,450,29,358,77,31,121,73,942,9
182,4.1045576408,2,16.9545454545,373,23,300,40,22,96,38,943,9
133,3.9053030303,0,26.4,264,16,211,18,10,69,9,944,8
99,4.2,0,10.8,270,18,226,34,25,62,30,945,8
178,4.1198156682,1,13.1515151515,434,20,334,47,33,120,33,946,8
221,4.3597285068,2,12.2777777778,442,31,360,66,36,113,56,947,10
199,4.3235955056,2,18.5416666667,445,30,354,37,24,121,63,948,9
176,4.104815864,0,15.347826087,353,19,291,31,23,81,30,949,8
207,4.4115044248,2,16.7407407407,452,29,371,46,27,110,61,950,10
180,4.0170575693,3,16.75,469,31,390,42,28,110,35,951,7
196,4.3612440191,1,16.72,418,28,359,38,25,87,30,952,8
208,4.7096018735,0,16.4230769231,427,36,343,43,26,120,65,953,12
227,4.4632206759,7,23.9523809524,503,45,400,54,21,148,56,954,10
169,4.1282798834,0,14.9130434783,343,17,281,25,23,79,34,955,8
159,4.2686170213,1,11.75,376,19,285,44,32,110,34,956,9
190,4.0149253731,6,17.4782608696,402,18,327,42,23,93,38,957,9
128,4.2226277372,0,15.2222222222,274,12,228,24,18,58,31,958,8
205,4.5135135135,1,17.6956521739,407,40,345,55,23,102,59,959,9
124,4.0353982301,1,17.3846153846,226,10,176,16,13,60,19,960,7
191,4.1111111111,0,12.724137931,369,26,324,38,29,71,35,961,8
205,3.8758782201,1,15.25,427,28,356,40,28,99,28,962,9
129,3.9432624113,1,23.5,282,12,214,20,12,80,26,963,8
240,4.4431599229,0,15.7272727273,519,36,425,47,33,130,60,964,11
165,3.9193083573,1,19.2777777778,347,23,284,32,18,86,26,965,7
138,4.3739130435,2,15.3333333333,230,20,191,17,15,59,31,966,7
194,4.691954023,3,13.1818181818,435,34,323,63,33,146,70,967,11
183,4.3411764706,1,16.1904761905,340,20,271,34,21,89,31,968,9
141,4.4686346863,0,11.2916666667,271,17,226,35,24,62,31,969,8
337,4.4348508634,6,19.303030303,637,56,537,60,33,156,78,970,11
172,4.5253731343,1,13.9583333333,335,17,259,32,24,93,44,971,9
146,3.9741550696,3,19.3461538462,503,19,421,33,26,101,37,972,8
125,4.2173913043,0,12.7777777778,230,12,197,19,18,45,21,973,6
41,3.6607142857,0,18.6666666667,56,1,47,4,3,10,5,974,2
153,4.4061302682,0,17.4,261,24,210,25,15,75,33,975,8
153,4.234421365,0,19.8235294118,337,25,284,23,17,78,28,976,8
121,4.23828125,0,11.1304347826,256,24,212,31,23,68,15,977,7
114,4.1501976285,0,21.0833333333,253,18,207,30,12,64,15,978,8
225,4.3279022403,1,11.6904761905,491,29,389,69,42,131,55,979,10
230,4.0798403194,2,14.3142857143,501,34,411,49,35,124,41,980,10
138,4.3754045307,1,22.0714285714,309,15,247,14,14,77,33,981,8
147,4.2435064935,4,22,308,13,257,43,14,64,32,982,8
199,4.1600660066,9,16.8333333333,606,43,489,46,36,160,43,983,8
161,4.2563291139,1,10.8965517241,316,20,247,39,29,89,34,984,8
179,4.3625304136,2,15.2222222222,411,36,350,69,27,97,55,985,9
239,4.3135313531,1,14.4285714286,606,40,518,68,42,128,70,986,11
182,4.3192771084,0,14.4347826087,332,16,260,33,23,88,36,987,8
141,4.3701298701,0,14.6666666667,308,16,252,37,21,72,25,988,8
204,4.4766839378,1,17.5454545455,386,34,313,37,22,107,63,989,9
161,4.243902439,7,10.25,328,25,283,47,32,70,33,990,8
89,4.4382716049,1,20.25,162,10,129,12,8,43,21,991,6
58,4.0495049505,0,20.2,101,6,87,4,5,20,12,992,5
132,4.2457912458,1,11.88,297,16,240,27,25,73,29,993,9
187,4.236318408,3,21.1578947368,402,28,333,45,19,97,30,994,9
73,4.119047619,1,25.2,126,12,109,10,5,29,5,995,4
128,4.3673469388,0,22.8666666667,343,20,281,23,15,82,38,996,7
216,4.2505399568,0,15.9655172414,463,40,382,66,29,121,39,997,10
199,4.5010438413,4,15.9666666667,479,44,377,50,30,146,73,998,9
273,4.6898305085,2,15.9459459459,590,46,473,71,37,163,83,999,12
322,4.785326087,4,17.9512195122,736,72,626,106,41,182,136,1000,12
166,4.0568862275,2,13.9166666667,334,27,282,28,24,79,34,1001,8
169,3.9885386819,0,12.9259259259,349,19,308,30,27,60,35,1002,8
152,4.5513513514,0,17.619047619,370,28,309,34,21,89,44,1003,9
112,4.5235294118,1,28.3333333333,170,12,139,10,6,43,24,1004,6
119,4.636,0,10.8695652174,250,11,176,44,23,85,29,1005,9
207,4.3310657596,2,14.2258064516,441,20,346,51,31,115,50,1006,8
207,4.5198938992,0,13.962962963,377,30,308,47,27,99,52,1007,10
182,3.932938856,0,33.8,507,49,440,41,15,116,31,1008,10
192,4.2651162791,0,15.3571428571,430,17,353,41,28,94,41,1009,8
114,4.4606741573,4,44.5,267,19,198,16,6,88,17,1010,8
200,4.5717761557,3,14.6785714286,411,34,337,53,28,108,50,1011,8
183,4.4972067039,0,10.2285714286,358,31,296,44,35,93,44,1012,9
122,3.8727810651,3,17.7894736842,338,28,291,21,19,75,13,1013,7
181,4.3203342618,2,13.2962962963,359,26,302,53,27,83,37,1014,8
225,3.9253438114,1,14.1388888889,509,20,418,50,36,111,30,1015,10
129,4.1086956522,1,13.8,276,13,236,32,20,53,25,1016,8
142,4.1331521739,0,14.72,368,26,322,29,25,72,34,1017,8
273,4.7440944882,1,14.5142857143,508,41,406,73,35,143,79,1018,10
206,4.1073298429,1,15.28,382,30,330,40,25,82,33,1019,10
136,4.2251908397,0,21.8333333333,262,13,207,13,12,68,17,1020,8
191,4.2392776524,0,20.1363636364,443,24,351,31,22,116,44,1021,9
283,4.5709677419,1,17.2222222222,620,52,497,78,36,175,67,1022,11
135,3.7392857143,3,16.4705882353,280,10,236,24,17,54,11,1023,8
199,4.1061320755,1,14.6206896552,424,20,326,48,29,118,35,1024,9
180,4.3884057971,1,20.2941176471,345,35,304,34,17,76,37,1025,8
190,4.0346420323,2,10.825,433,27,352,60,40,108,35,1026,10
160,3.9291553134,1,11.8387096774,367,15,299,42,31,83,25,1027,8
227,4.6399286988,3,14.3846153846,561,38,451,74,39,148,73,1028,10
233,4.3704496788,0,20.3043478261,467,35,395,45,23,107,56,1029,10
111,4.4773869347,0,18.0909090909,199,15,167,16,11,47,30,1030,8
192,4.051391863,1,17.2962962963,467,25,400,41,27,92,27,1031,9
228,4.4864864865,1,19.3043478261,444,36,372,54,23,108,54,1032,8
259,4.6853448276,0,11.8974358974,464,33,363,62,39,134,73,1033,10
199,4.140625,0,28,448,23,390,31,16,81,35,1034,8
143,4.7227272727,0,14.6666666667,220,20,178,30,15,62,37,1035,8
192,4.3198924731,0,14.88,372,23,302,43,25,93,42,1036,9
120,4.0696721311,0,30.5,244,12,180,11,8,76,14,1037,8
245,4.3587921847,5,16.0857142857,563,38,455,45,35,146,57,1038,11
153,3.9658792651,3,15.24,381,26,323,31,25,84,21,1039,8
88,4.4084507042,0,10.1428571429,142,14,115,16,14,41,16,1040,6
114,3.7987804878,0,82,328,9,272,12,4,65,18,1041,6
157,4.3063583815,1,18.2105263158,346,19,271,44,19,94,31,1042,8
230,4.2530755712,2,19.6206896552,569,35,453,42,29,151,56,1043,9
137,4.1622641509,1,11.5217391304,265,13,208,31,23,70,29,1044,7
198,4.2698863636,0,12.5714285714,352,23,260,45,28,115,37,1045,9
165,4.3134328358,3,10.8064516129,335,24,272,57,31,87,40,1046,9
239,4.7093275488,5,13.9696969697,461,46,381,59,33,126,78,1047,11
229,4.3223300971,6,11.976744186,515,40,430,79,43,125,57,1048,10
235,4.2179930796,1,22.2307692308,578,39,495,47,26,122,56,1049,10
282,4.5018050542,8,17.8709677419,554,40,447,67,31,147,75,1050,11
124,4.0396039604,0,23.3076923077,303,9,252,22,13,60,18,1051,7
169,4.3432835821,0,17.4782608696,402,25,337,56,23,90,58,1052,9
175,4.3165829146,1,14.2142857143,398,38,338,36,28,98,41,1053,9
154,4.1221374046,0,10.48,262,15,207,50,25,70,30,1054,8
197,3.8333333333,3,17.7142857143,372,26,317,33,21,81,24,1055,8
138,4.2679425837,0,11,209,13,180,19,19,42,18,1056,6
202,4.0986193294,0,13.7027027027,507,35,418,68,37,124,44,1057,10
147,4.325,1,17.1428571429,360,26,310,35,21,76,41,1058,8
106,4.3360323887,0,30.875,247,18,213,10,8,52,19,1059,8
132,4.200729927,0,16.1176470588,274,28,234,28,17,68,23,1060,8
143,3.8401015228,0,15.76,394,24,313,45,25,105,13,1061,8
148,3.9568965517,0,12.8888888889,348,18,286,36,27,80,33,1062,10
228,4.1808278867,2,14.8064516129,459,26,370,45,31,115,41,1063,10
227,4.5689277899,1,15.2333333333,457,41,372,56,30,126,64,1064,9
84,4.2926829268,0,15.7692307692,205,12,166,14,13,51,19,1065,7
252,4.2536687631,2,16.4482758621,477,33,394,39,29,116,43,1066,9
166,4.3079096045,3,10.1142857143,354,18,276,47,35,96,42,1067,9
223,4.0076190476,4,16.40625,525,39,461,40,32,103,39,1068,9
176,4.8272506083,1,19.5714285714,411,30,323,44,21,118,58,1069,10
117,3.8702290076,2,23.8181818182,262,19,223,14,11,58,15,1070,7
136,4.3976377953,0,18.1428571429,254,24,221,24,14,57,30,1071,8
140,4.0914634146,0,14.9090909091,328,19,262,32,22,85,24,1072,8
165,4.2701949861,0,17.95,359,22,299,38,20,82,41,1073,8
194,4.0814249364,0,15.72,393,30,327,43,25,96,28,1074,8
173,4.2289156627,0,16.6,332,23,274,36,20,81,32,1075,8
239,4.5078431373,1,18.2142857143,510,44,424,61,28,130,54,1076,10
175,3.9751861042,1,31,403,14,332,15,13,85,25,1077,8
283,4.4061583578,4,16.2380952381,682,38,523,69,42,197,75,1078,12
145,3.9395973154,1,24.8333333333,298,24,264,18,12,58,20,1079,8
130,4.443148688,2,15.5909090909,343,39,280,41,22,102,28,1080,8
119,4.565,1,10.5263157895,200,15,157,26,19,58,22,1081,7
134,3.8313253012,0,12.7692307692,332,9,265,38,26,76,18,1082,9
144,3.8843283582,1,12.1818181818,268,21,228,22,22,61,11,1083,7
169,4.283625731,0,22.8,342,31,291,37,15,82,46,1084,9
157,4.2565597668,0,21.4375,343,11,265,22,16,89,25,1085,10
196,3.9331742243,2,16.76,419,34,383,48,25,70,32,1086,8
256,4.5296367113,2,16.8709677419,523,30,405,71,31,148,70,1087,11
191,4.0884520885,0,13.5666666667,407,23,345,38,30,85,34,1088,8
187,4.1123287671,2,12.5862068966,365,23,312,48,29,76,35,1089,8
102,4.1144067797,0,19.6666666667,236,15,202,17,12,49,23,1090,6
236,4.1996370236,2,14.8918918919,551,30,433,67,37,148,57,1091,10
225,4.1936936937,2,12.6857142857,444,26,355,55,35,115,46,1092,10
138,4.581300813,0,14.4705882353,246,14,197,28,17,63,38,1093,8
165,5.0363636364,1,11.4583333333,275,26,227,35,24,74,45,1094,8
157,4.3639705882,0,15.1111111111,272,13,217,28,18,68,29,1095,8
62,3.5083333333,0,30,120,7,111,5,4,16,2,1096,4
192,4.0369458128,2,17.652173913,406,24,344,28,23,86,24,1097,10
180,4.164893617,1,11.75,376,25,290,49,32,111,30,1098,9
153,4,2,16.85,337,21,281,23,20,77,23,1099,8
165,4.4699646643,2,21.7692307692,283,22,234,25,13,71,38,1100,9
112,4.3010204082,1,21.7777777778,196,17,168,11,9,45,25,1101,8
154,4.0885245902,2,17.9411764706,305,27,259,24,17,73,19,1102,8
119,4.251396648,0,35.8,179,11,143,11,5,47,18,1103,6
307,4.4108416548,0,19.4722222222,701,46,552,55,36,195,80,1104,10
185,4.3113456464,0,14.037037037,379,27,317,59,27,89,42,1105,9
233,4.4175365344,3,19.16,479,48,406,39,25,121,57,1106,9
43,4.6891891892,0,14.8,74,9,66,5,5,17,10,1107,4
203,4.0986547085,2,11.7368421053,446,39,379,52,38,106,39,1108,9
162,4.5018315018,2,10.1111111111,273,9,203,28,27,79,33,1109,8
135,4.0474452555,0,16.1176470588,274,12,225,34,17,61,20,1110,8
235,4.259391771,0,21.5,559,40,475,43,26,124,62,1111,11
123,4.0891089109,0,21.6428571429,303,28,275,20,14,56,23,1112,8
236,4.1441281139,3,20.0714285714,562,37,460,63,28,139,62,1113,10
186,4.1040189125,2,14.1,423,31,336,62,30,118,36,1114,10
184,4.7803468208,1,12.3571428571,346,19,285,55,28,80,61,1115,9
150,4.1423728814,0,19.6666666667,295,24,251,27,15,68,27,1116,8
154,4.1458966565,2,23.5,329,22,264,22,14,87,26,1117,7
153,4.0334261838,0,10.2571428571,359,31,309,51,35,81,34,1118,8
178,4.6355421687,1,15.8095238095,332,24,273,48,21,83,54,1119,9
192,4.0631313131,4,10.1538461538,396,28,338,56,39,86,30,1120,8
24,4.1481481481,0,9,27,0,19,3,3,8,2,1121,2
239,4.4675052411,2,18.3461538462,477,42,409,29,26,110,61,1122,10
140,3.6906906907,1,27.75,333,17,307,12,12,43,18,1123,6
169,4.4927536232,4,20.7,414,46,334,44,20,126,49,1124,9
202,4.3187660668,1,17.6818181818,389,45,348,35,22,86,38,1125,8
175,4.1064356436,0,21.2631578947,404,18,332,25,19,90,41,1126,10
161,4.38,0,17.6470588235,300,14,238,31,17,76,39,1127,8
170,3.6195652174,2,14.1538461538,368,19,328,27,26,59,22,1128,8
161,4.6024464832,1,14.8636363636,327,30,259,29,22,98,40,1129,8
115,3.7381974249,0,29.125,233,13,191,9,8,55,11,1130,6
154,4.3038348083,3,14.7391304348,339,26,277,27,23,88,41,1132,8
248,4.3580705009,0,16.3333333333,539,45,430,88,33,154,53,1133,12
114,4.0892018779,0,19.3636363636,213,11,167,19,11,57,23,1134,6
285,4.6372093023,1,17.4324324324,645,57,541,70,37,161,84,1135,11
150,4.1583850932,1,16.9473684211,322,17,259,21,19,80,29,1136,8
195,4.2031662269,4,13.0689655172,379,20,299,29,29,100,42,1137,8
163,4.1240875912,6,10.96,274,18,223,33,25,69,26,1138,8
228,4.688172043,4,38.75,465,41,367,46,12,139,61,1139,10
164,4.3732193732,1,15.9545454545,351,21,287,40,22,85,32,1140,9
126,4.118852459,0,20.3333333333,244,18,211,17,12,51,16,1141,6
184,4.0654450262,3,14.6923076923,382,25,317,38,26,90,24,1142,8
169,4.4116161616,0,13.6551724138,396,24,310,43,29,110,44,1143,8
235,4.0782122905,3,16.2727272727,537,32,436,56,33,133,46,1144,11
183,4.3602305476,2,13.3461538462,347,18,277,53,26,88,42,1145,9
192,4.0272277228,1,15.5384615385,404,23,344,36,26,83,38,1146,8
200,4.575,2,13.7931034483,400,23,301,54,29,122,59,1147,9
180,4.1777777778,1,23.8235294118,405,21,332,38,17,94,40,1148,9
214,4.5682926829,3,14.1379310345,410,28,330,60,29,108,63,1149,10
129,4.6807017544,4,12.3913043478,285,17,217,46,23,85,52,1150,8
239,4.2925311203,1,14.1764705882,482,31,391,48,34,122,56,1151,10
143,4.3359173127,0,18.4285714286,387,32,333,36,21,86,25,1152,8
206,4.22,0,13.3333333333,400,38,339,59,30,99,41,1153,9
120,4.5202020202,0,18,198,17,159,19,11,56,34,1154,8
151,4.3148688047,1,13.72,343,23,286,44,25,80,50,1155,8
262,4.6515151515,0,18.5625,594,46,494,46,32,146,93,1156,10
131,4.3361344538,1,19.8333333333,238,18,183,32,12,73,31,1157,6
226,4.3634782609,2,17.4242424242,575,47,478,54,33,144,71,1158,9
227,4.5550239234,2,15.4814814815,418,41,328,44,27,131,61,1159,12
176,3.9931818182,3,17.6,440,25,371,30,25,94,30,1160,8
155,3.9033232628,1,19.4705882353,331,18,264,32,17,85,19,1161,8
170,4.1671641791,1,15.9523809524,335,18,276,31,21,77,38,1162,8
233,4.5284090909,7,14.2702702703,528,41,408,87,37,161,61,1163,10
190,4.9299191375,1,15.4583333333,371,29,285,37,24,115,71,1164,9
157,3.915407855,0,20.6875,331,14,265,21,16,80,22,1165,8
198,4.2857142857,3,13.5333333333,406,32,333,37,30,105,34,1166,9
204,4.2331838565,1,14.3870967742,446,25,355,47,31,116,40,1167,10
148,4.2245430809,4,27.3571428571,383,27,300,23,14,110,27,1168,8
208,4.6690140845,1,17.75,426,14,308,45,24,132,70,1169,10
317,4.6203703704,2,24,648,45,481,66,27,212,89,1170,12
348,4.20125,4,10.9589041096,800,63,686,138,73,177,76,1171,12
125,4.2509803922,0,12.75,255,13,217,36,20,51,25,1172,7
167,4.4235294118,2,12.1428571429,340,26,273,37,28,93,46,1173,8
181,4.559375,1,14.5454545455,320,33,254,41,22,99,39,1174,10
230,4.4212523719,0,14.2432432432,527,36,412,70,37,151,64,1175,9
138,4.2574712644,1,15.5357142857,435,28,343,30,28,120,36,1176,8
101,4.07960199,1,18.2727272727,201,9,169,15,11,41,15,1177,6
195,4.3434579439,0,30.5714285714,428,42,350,28,14,120,44,1178,9
129,4.1182795699,1,16.9090909091,372,22,322,22,22,72,27,1179,8
203,4.2118226601,3,13.0967741935,406,24,302,47,31,128,39,1180,8
169,4.5145348837,3,13.76,344,23,267,46,25,100,47,1181,10
148,4.329588015,1,29.6666666667,267,16,207,19,9,76,32,1182,7
102,3.8970588235,4,24.7272727273,272,21,235,14,11,58,14,1183,8
177,4.3613445378,1,13.7307692308,357,24,279,49,26,102,46,1184,10
182,4.3594771242,0,12.24,306,24,237,49,25,93,33,1185,8
199,4.1640091116,8,18.2916666667,439,27,382,46,24,84,45,1186,9
176,4.7605633803,1,13.6538461538,355,33,285,41,26,103,61,1187,10
219,4.2631578947,0,15.4814814815,418,33,364,38,27,87,39,1188,8
163,4.3131313131,1,18.5625,297,10,233,22,16,74,25,1189,9
205,4.0103519669,1,14.2058823529,483,23,404,38,34,102,34,1190,9
171,4.3264840183,0,15.6428571429,438,30,343,38,28,125,36,1191,8
145,3.8929577465,0,22.1875,355,9,277,22,16,87,24,1192,8
224,4.4783464567,0,13.3684210526,508,46,429,46,38,125,82,1193,10
229,4.3888888889,1,16,432,29,324,73,27,137,44,1194,10
199,4.556097561,2,11.7142857143,410,34,334,54,35,110,55,1195,11
156,4.0265780731,1,11.5769230769,301,17,245,33,26,73,15,1196,8
173,3.9241245136,0,21.4166666667,514,31,450,26,24,95,33,1197,8
142,4.2857142857,0,26.25,210,17,169,20,8,58,17,1198,7
170,4.3367346939,0,10.8888888889,294,22,236,37,27,80,34,1199,8
